,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,torque_nm,torque_max_rpm
256,2016,229999,40000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
257,2013,800000,160000,diesel,individual,manual,second owner,12.99,2494.0,100.6,8,toyota innova,200.0,3600
258,2017,409999,47000,petrol,individual,manual,first owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
259,2018,1210000,25000,diesel,individual,manual,first owner,21.38,1396.0,88.7,5,hyundai creta,219.7,2750
260,2017,400000,26000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
261,2018,520000,29000,diesel,individual,manual,first owner,24.0,1186.0,73.97,5,hyundai grand,190.24,2250
262,2016,650000,50000,petrol,individual,automatic,first owner,21.4,1197.0,83.1,5,maruti baleno,115.0,4000
263,2011,325000,58000,petrol,individual,manual,third owner,16.1,1298.0,88.2,5,maruti swift,115.0,4500
264,2012,420000,120000,petrol,individual,automatic,first owner,17.4,1197.0,85.8,5,maruti swift,114.0,4000
265,2003,65000,60000,petrol,individual,manual,fourth & above owner,17.3,993.0,60.0,5,maruti zen,78.0,4500
266,2017,351000,36000,petrol,individual,manual,first owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
267,2007,404000,120000,diesel,individual,manual,third owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
268,2011,185000,185000,diesel,individual,manual,third owner,21.1,1248.0,73.9,5,maruti ritz,190.0,2000
269,2011,250000,50000,diesel,individual,manual,first owner,23.08,1461.0,63.1,5,nissan micra,160.0,2000
270,2002,60000,100000,petrol,individual,manual,fourth & above owner,17.3,993.0,60.0,5,maruti zen,78.0,4500
271,2013,500000,50000,petrol,individual,manual,second owner,17.1,1591.0,121.3,5,hyundai verna,154.9,4200
272,2007,85000,80000,petrol,individual,manual,second owner,18.2,998.0,67.1,5,maruti zen,90.0,3500
273,2005,85000,80000,petrol,individual,manual,fourth & above owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
274,2010,130000,162000,petrol,individual,manual,second owner,19.0,998.0,66.1,5,maruti a-star,90.0,3500
275,2013,480000,110000,diesel,individual,manual,third owner,20.77,1248.0,88.76,7,maruti ertiga,200.0,1750
276,2008,170000,120000,diesel,individual,manual,third owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
277,2011,275000,45000,diesel,individual,manual,first owner,23.08,1461.0,63.1,5,nissan micra,160.0,2000
278,2005,89000,90000,petrol,individual,manual,second owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
279,2010,170000,90000,diesel,individual,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
280,2017,1100000,67000,diesel,individual,automatic,first owner,17.01,1582.0,126.2,5,hyundai creta,259.9,2750
281,2018,610000,52000,petrol,dealer,manual,first owner,22.0,1197.0,81.8,5,maruti swift,113.0,4200
282,2016,335000,40000,petrol,dealer,manual,first owner,20.63,1198.0,67.0,5,datsun go,104.0,4000
283,2018,3000000,35000,diesel,individual,manual,first owner,14.24,2755.0,174.5,7,toyota fortuner,420.0,2600
284,2018,390000,13000,petrol,dealer,manual,first owner,20.71,799.0,53.26,5,renault kwid,72.0,4386
285,2012,325000,40000,petrol,dealer,manual,first owner,18.5,1198.0,86.8,5,honda brio,109.0,4500
286,2019,640000,10000,petrol,dealer,manual,first owner,17.0,1198.0,73.75,5,volkswagen ameo,110.0,3750
287,2012,450000,9000,petrol,dealer,manual,first owner,16.95,1498.0,97.7,5,nissan sunny,134.0,4000
288,2013,400000,70000,diesel,dealer,manual,second owner,23.59,1364.0,67.06,5,toyota etios,170.0,2400
289,2009,215000,60000,petrol,dealer,manual,first owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
290,2014,570000,40000,diesel,dealer,manual,first owner,20.45,1461.0,83.8,5,renault duster,200.0,1900
291,2012,680000,93000,diesel,dealer,manual,first owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
292,2008,325000,80000,diesel,individual,manual,fourth & above owner,12.8,2494.0,102.0,7,toyota innova,204.0,3400
293,2011,150000,50000,petrol,individual,manual,second owner,15.64,1193.0,64.08,5,tata indigo,100.0,2700
294,2013,690000,68000,petrol,dealer,automatic,first owner,14.5,1797.0,147.5,5,hyundai elantra,177.5,4700
295,2012,64000,18000,petrol,dealer,manual,first owner,25.4,624.0,37.5,4,tata nano,51.0,4000
296,2013,250000,120000,diesel,individual,manual,first owner,23.08,1461.0,63.1,5,nissan micra,160.0,2000
297,2005,65000,35000,petrol,individual,manual,first owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
298,2016,550000,60000,diesel,individual,manual,second owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
299,2016,300000,30000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
300,2015,503000,110000,diesel,individual,manual,first owner,14.1,2179.0,147.94,7,tata safari,320.0,3000
301,2013,225000,58343,petrol,trustmark dealer,manual,first owner,21.79,998.0,67.05,5,maruti wagon,90.0,3500
302,2018,740000,38817,diesel,dealer,manual,first owner,27.39,1248.0,74.0,5,maruti baleno,190.0,2000
303,2016,550000,56494,petrol,trustmark dealer,manual,first owner,18.2,1199.0,88.7,5,honda jazz,110.0,4800
304,2013,750000,79328,diesel,trustmark dealer,manual,second owner,12.99,2494.0,100.6,7,toyota innova,200.0,3600
305,2019,650000,5621,petrol,trustmark dealer,automatic,first owner,22.0,1197.0,81.8,5,maruti swift,113.0,4200
306,2017,625000,25538,petrol,trustmark dealer,manual,first owner,16.78,1496.0,88.73,5,toyota etios,132.0,3000
307,2018,600000,69779,petrol,dealer,automatic,first owner,22.0,1197.0,81.8,5,maruti swift,113.0,4200
308,2017,450000,56290,diesel,dealer,manual,first owner,24.0,1186.0,73.97,5,hyundai grand,190.24,2250
309,2019,5500000,8500,diesel,dealer,automatic,first owner,16.78,1995.0,190.0,5,bmw x4,400.0,2500
310,2019,779000,7032,petrol,trustmark dealer,automatic,first owner,19.0,1199.0,88.76,5,honda amaze,110.0,4800
311,2009,500000,120000,petrol,individual,automatic,second owner,11.1,2354.0,158.8,5,honda cr-v,218.0,4200
312,2015,480000,90000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
313,2014,535000,70000,diesel,individual,manual,third owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
314,2005,250000,240000,diesel,individual,manual,third owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
315,2012,300000,100000,diesel,individual,manual,second owner,21.5,1248.0,88.8,5,maruti sx4,200.0,1750
316,2009,340000,214000,diesel,individual,manual,second owner,16.8,1493.0,110.0,5,hyundai verna,240.0,2750
317,2016,240000,50000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
318,2018,1085000,1000,petrol,individual,automatic,first owner,18.0,1497.0,117.6,5,honda city,145.0,4600
319,2017,750000,19000,diesel,individual,automatic,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
320,2012,95000,265000,diesel,individual,manual,second owner,17.0,1405.0,70.0,5,tata indigo,135.0,2500
321,2020,409999,35000,cng,individual,manual,first owner,31.32,1196.0,61.7,5,maruti eeco,85.0,3000
322,2014,215000,80000,petrol,individual,manual,second owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
323,2016,1290000,50000,diesel,individual,automatic,first owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
324,2010,150000,80000,petrol,individual,manual,first owner,20.92,998.0,67.1,5,maruti alto,90.0,3500
325,2018,325000,100000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
326,2013,260000,120000,petrol,individual,manual,second owner,15.1,1196.0,73.0,5,maruti eeco,101.0,3000
327,2019,5400000,7500,diesel,dealer,automatic,first owner,16.78,1995.0,190.0,5,bmw x4,400.0,2500
328,2019,700000,40000,diesel,individual,automatic,first owner,23.8,1498.0,78.9,5,honda amaze,160.0,1750
329,2017,950000,45000,diesel,individual,manual,first owner,21.38,1396.0,88.7,5,hyundai creta,219.7,2750
330,2010,160000,80000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
331,2015,409999,135000,diesel,individual,manual,second owner,24.4,1120.0,71.01,5,hyundai xcent,180.4,2500
332,2015,840000,120000,diesel,individual,manual,second owner,12.99,2494.0,100.6,7,toyota innova,200.0,3400
333,2013,450000,67000,diesel,individual,manual,first owner,23.59,1364.0,67.1,5,toyota etios,170.0,2400
334,2017,900000,50000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
335,2008,570000,134000,diesel,individual,manual,second owner,12.8,2494.0,102.0,7,toyota innova,204.0,3400
336,2011,254999,110000,diesel,individual,manual,second owner,23.08,1461.0,63.1,5,nissan micra,160.0,2000
337,2009,130000,40000,petrol,individual,manual,first owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
338,2013,530000,120000,diesel,individual,manual,second owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
339,2015,520000,110000,diesel,individual,manual,second owner,20.14,1498.0,88.8,5,volkswagen polo,230.0,2500
340,2011,229999,170000,diesel,individual,manual,second owner,21.0,1461.0,64.1,5,mahindra verito,160.0,2000
341,2004,81000,80000,petrol,individual,manual,second owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
342,2016,600000,47000,diesel,individual,manual,first owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
343,2015,409999,93000,petrol,individual,manual,first owner,19.1,1197.0,81.86,5,hyundai xcent,113.75,4000
344,2015,292000,70000,diesel,individual,manual,first owner,20.0,1399.0,68.05,5,ford figo,160.0,2000
345,2012,390000,80000,diesel,individual,manual,first owner,13.93,2179.0,138.03,7,tata safari,320.0,2700
346,2016,550000,44000,petrol,individual,manual,first owner,18.16,1196.0,86.8,5,ford figo,112.0,4000
347,2014,385000,25000,petrol,individual,manual,first owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
348,2016,800000,25000,petrol,individual,manual,first owner,15.29,1591.0,121.3,5,hyundai creta,151.0,4850
349,2019,675000,10000,petrol,individual,manual,first owner,21.21,1197.0,81.8,5,maruti swift,113.0,4200
350,2018,1525000,50000,diesel,individual,manual,first owner,17.6,2179.0,153.86,7,tata hexa,400.0,2500
351,2018,950000,30000,diesel,individual,manual,first owner,23.0,1498.0,98.96,5,ford ecosport,205.0,3250
352,2015,610000,50000,diesel,individual,manual,second owner,21.19,1396.0,88.73,5,hyundai i20,219.66,2750
353,2012,525000,120000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
354,2015,375000,80000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
355,2015,580000,90000,diesel,individual,manual,first owner,20.45,1461.0,83.8,5,nissan terrano,200.0,1900
356,2015,434999,50000,petrol,individual,manual,second owner,20.4,1197.0,83.11,5,maruti swift,115.0,4000
357,2020,350000,2136,petrol,individual,manual,first owner,22.5,999.0,67.0,5,datsun redigo,91.0,4250
358,2012,730000,250000,diesel,individual,manual,first owner,12.99,2494.0,100.0,7,toyota innova,200.0,3400
359,2015,1050000,120000,diesel,individual,manual,first owner,12.99,2494.0,100.6,7,toyota innova,200.0,3400
360,2017,735000,70000,diesel,individual,manual,first owner,27.39,1248.0,74.0,5,maruti baleno,190.0,2000
361,2018,1050000,18000,diesel,dealer,manual,first owner,19.6,1461.0,108.45,5,renault duster,245.0,1750
362,2016,420000,110000,diesel,individual,manual,second owner,18.2,1248.0,73.74,7,chevrolet enjoy,172.5,1750
363,2017,800000,60000,diesel,individual,manual,first owner,23.65,1248.0,88.5,5,maruti sx4,200.0,1750
364,2015,2000000,60000,diesel,individual,automatic,first owner,12.55,2982.0,168.5,7,toyota fortuner,360.0,3200
365,2016,600000,147000,diesel,individual,manual,second owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
366,2015,1900000,130000,diesel,individual,automatic,first owner,12.55,2982.0,168.5,7,toyota fortuner,360.0,3200
367,2011,500000,99500,diesel,individual,manual,third owner,11.5,1991.0,147.9,7,chevrolet captiva,320.0,2000
368,2011,200000,110000,diesel,individual,manual,second owner,17.0,1405.0,71.0,5,tata indica,135.0,2500
369,2016,370000,35000,petrol,individual,manual,first owner,19.49,1198.0,67.04,5,nissan micra,104.0,4000
370,2010,260000,110000,diesel,individual,manual,second owner,16.2,1493.0,110.0,5,hyundai verna,240.0,2750
371,2014,610000,21000,petrol,individual,manual,first owner,16.02,1373.0,93.7,7,maruti ertiga,130.0,4000
372,2013,300000,60000,diesel,individual,manual,second owner,23.5,1498.0,90.0,5,ford fiesta,204.0,2750
373,2010,140000,40000,diesel,individual,manual,first owner,16.6,1405.0,70.0,5,tata indigo,143.0,3000
374,2008,229999,50000,petrol,individual,manual,first owner,19.81,1086.0,68.05,5,hyundai i10,99.04,4500
375,2010,200000,65000,petrol,individual,manual,second owner,19.0,998.0,66.1,5,maruti a-star,90.0,3500
376,2011,200000,80000,petrol,individual,manual,first owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
377,2015,560000,119000,diesel,individual,manual,first owner,23.9,1582.0,126.2,5,hyundai verna,259.9,2750
378,2016,750000,80000,diesel,individual,manual,first owner,24.52,1248.0,88.5,7,maruti ertiga,200.0,1750
379,2017,585000,90000,diesel,individual,manual,first owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
380,2016,760000,20000,petrol,individual,manual,first owner,17.01,1591.0,121.4,5,hyundai verna,154.9,4200
381,2014,430000,80000,diesel,individual,manual,second owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
382,2020,480000,44665,diesel,individual,manual,first owner,25.32,1198.0,77.0,6,mahindra kuv,190.0,2250
383,2019,643000,10000,diesel,individual,manual,first owner,20.8,1493.0,113.4,5,kia seltos,250.0,2750
384,2018,500000,60000,petrol,individual,manual,first owner,20.14,1197.0,81.86,5,hyundai xcent,113.75,4000
385,2016,425000,22000,petrol,individual,manual,first owner,18.5,1198.0,86.8,5,honda brio,109.0,4500
386,2014,250000,25000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
387,2016,285000,70000,diesel,individual,manual,first owner,27.62,793.0,47.0,5,maruti celerio,125.0,2000
388,2008,160000,123000,petrol,individual,manual,third owner,17.5,1298.0,85.8,5,maruti swift,114.0,4000
389,2011,250000,70000,diesel,individual,manual,second owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
390,2013,409999,45000,diesel,individual,manual,first owner,23.59,1364.0,67.06,5,toyota etios,170.0,2400
391,2015,400000,40000,petrol,individual,automatic,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
392,2019,700000,30000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
393,2007,350000,90000,petrol,individual,automatic,first owner,12.9,1799.0,130.0,5,honda civic,172.0,4300
394,2016,660000,34000,petrol,individual,manual,second owner,17.5,1373.0,91.1,7,maruti ertiga,130.0,4000
395,2017,268000,25000,petrol,individual,manual,first owner,24.7,796.0,47.3,5,maruti alto,69.0,3500
396,2016,270000,50000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
397,2013,300000,50000,diesel,individual,manual,first owner,25.44,936.0,57.6,5,chevrolet beat,150.0,1750
398,2017,450000,90000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
399,2012,220000,70000,diesel,individual,manual,second owner,25.44,936.0,57.6,5,chevrolet beat,150.0,1750
400,2009,250000,146000,diesel,individual,manual,second owner,13.93,2179.0,138.0,7,tata new,320.0,2700
401,2012,300000,85000,petrol,individual,manual,second owner,15.6,1196.0,70.0,5,ford figo,102.0,4000
402,2009,88000,201850,diesel,individual,manual,second owner,17.88,1396.0,52.8,5,tata indica,85.0,2500
403,2016,561000,30000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
404,2018,755000,15000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
405,2011,165000,90000,petrol,individual,manual,first owner,20.92,998.0,67.1,5,maruti alto,90.0,3500
406,2008,190000,80000,diesel,individual,manual,second owner,19.3,1248.0,73.9,5,maruti swift,190.0,2000
407,2011,110000,50000,diesel,individual,manual,first owner,17.2,1396.0,53.5,5,tata indica,85.0,2500
408,2012,320000,80000,diesel,individual,manual,second owner,13.6,2523.0,63.0,8,mahindra bolero,180.0,1500
409,2016,540000,38000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
410,2016,270000,100000,petrol,individual,manual,third owner,15.37,1196.0,73.0,7,maruti eeco,101.0,3000
411,2012,450000,30000,petrol,individual,manual,first owner,17.5,1197.0,85.8,5,maruti swift,114.0,4000
412,2014,450000,30000,petrol,individual,manual,first owner,19.1,1197.0,85.8,5,maruti swift,114.0,4000
413,2015,200000,50000,petrol,individual,manual,first owner,18.6,1199.0,76.8,5,chevrolet beat,106.5,4400
414,2016,400000,30000,petrol,individual,manual,first owner,18.2,1199.0,82.4,5,chevrolet sail,108.5,5000
415,2009,125000,60000,petrol,individual,manual,third owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
416,2018,1600000,14000,diesel,individual,manual,first owner,17.1,1956.0,170.0,5,jeep compass,350.0,2500
417,2015,900000,22000,petrol,individual,manual,first owner,17.4,1497.0,117.3,5,honda city,145.0,4600
418,2012,450000,90000,diesel,individual,manual,first owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
419,2018,801000,20000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
420,2014,317000,15000,diesel,individual,manual,first owner,15.42,1405.0,70.0,7,tata venture,135.0,2500
421,2014,330000,30000,petrol,individual,manual,second owner,18.5,1197.0,82.85,5,hyundai i20,113.7,4000
422,2007,120000,110000,petrol,individual,manual,second owner,15.3,1341.0,83.0,5,hyundai getz,115.0,3200
423,2015,220000,80000,petrol,individual,manual,first owner,18.2,1199.0,82.4,5,chevrolet sail,108.5,5000
424,2015,340000,110000,petrol,individual,manual,first owner,17.57,1193.0,88.7,5,tata zest,140.0,4000
425,2013,200000,70000,diesel,individual,manual,second owner,19.68,1399.0,67.0,5,ford classic,160.0,2000
426,2002,140000,50000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
427,2013,1000000,190000,diesel,individual,manual,first owner,12.99,2494.0,100.6,8,toyota innova,200.0,3600
428,2010,495000,100000,diesel,individual,manual,second owner,13.6,2523.0,63.0,7,mahindra bolero,180.0,1500
429,2015,236000,60000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
430,2009,275000,90000,diesel,individual,manual,second owner,19.3,1248.0,73.9,5,maruti swift,190.0,2000
431,2017,775000,32000,diesel,dealer,manual,first owner,24.3,1248.0,88.5,5,maruti vitara,200.0,1750
432,2016,1800000,30000,diesel,individual,automatic,first owner,11.36,2755.0,171.5,7,toyota innova,360.0,3400
433,2018,750000,5000,diesel,individual,manual,first owner,24.3,1248.0,88.5,5,maruti vitara,200.0,1750
434,2018,580000,32000,petrol,individual,manual,first owner,18.9,1197.0,81.86,5,hyundai grand,113.75,4000
435,2016,484999,30000,petrol,individual,manual,first owner,18.7,1199.0,88.7,5,honda jazz,110.0,4800
436,2017,700000,43000,petrol,dealer,manual,first owner,15.4,1497.0,117.3,7,honda br-v,145.0,4600
